,Expected entropy
nacho,-8.050113545117902
mesne,-8.05015307370257
viand,-8.050550397310296
grass,-8.050662893917602
charm,-8.05099845983437
shots,-8.051247785602197
finks,-8.051600707332085
haply,-8.051714742160906
caulk,-8.05173847929801
hoots,-8.05177901768514
hound,-8.052412543303076
prize,-8.052605803624168
stilt,-8.052706286559454
gamin,-8.053027393422594
baize,-8.05302892903804
herby,-8.053037017822117
squat,-8.053527186760814
grove,-8.05391436955608
adder,-8.05442813227185
matte,-8.054512018180267
waxer,-8.054624672328067
veers,-8.05539351516467
surds,-8.055412466390003
dicut,-8.055747146572257
linen,-8.055982428007917
beaky,-8.056183576583408
firth,-8.056650120336611
throb,-8.056882887071076
bronc,-8.057069128219688
stump,-8.057078817215872
below,-8.057459066989697
bruin,-8.057673695584311
wroth,-8.058924554091028
campo,-8.059168556373862
didos,-8.059204632659421
froth,-8.059310437477114
kefir,-8.05971613320009
bocks,-8.059776843758838
fakir,-8.05989016585883
kenaf,-8.059944345543496
doted,-8.06094830959272
mixer,-8.060948470882524
mauve,-8.061396428238787
bhoys,-8.061971940117898
doxie,-8.062018746780819
whops,-8.063212741424167
hawks,-8.063373197262646
nasal,-8.063566474680758
sorry,-8.06427820707044
couth,-8.064299758190604
prong,-8.064419804440284
carat,-8.064859899205945
biked,-8.064892447934742
goose,-8.065652544867838
brush,-8.065921065126258
vicar,-8.065931907052805
waspy,-8.06671071852511
tweak,-8.06672050763115
nuked,-8.067564857805934
whist,-8.068025916739991
gouda,-8.068062960589875
hirer,-8.068124003988084
seedy,-8.069563580736839
spits,-8.06977686530681
borer,-8.069820396196912
build,-8.069904898104122
batik,-8.070260334182388
spell,-8.07028027621604
vagus,-8.070380012996972
rheum,-8.070406304374234
adlib,-8.071423113982153
expos,-8.07154295896742
sleek,-8.071739264795534
sylph,-8.07194042557267
these,-8.072577636598348
still,-8.073098601301611
deify,-8.073184874292942
beret,-8.073274470221694
abhor,-8.074196866375695
spoor,-8.074326211275105
guild,-8.074830518108326
briny,-8.075634283577955
curve,-8.076977867379847
rearm,-8.077063502195358
wheys,-8.07722152969449
fosse,-8.078719282551765
ruing,-8.078776783319544
scurf,-8.078915183128053
shall,-8.078995031133628
ricer,-8.079140944798873
alley,-8.08039151469641
vower,-8.080838533552091
order,-8.080968860597487
metre,-8.081218388035863
costs,-8.081675647886344
avows,-8.081979249508576
hicks,-8.082462388379067
dishy,-8.08267876217696
looms,-8.082843797815944
drown,-8.083051574828353
erode,-8.083187666107873
hunks,-8.083208271284482
dozen,-8.083392531984428
sever,-8.08347375875049
thank,-8.083672093646724
speed,-8.083843253080213
bandy,-8.083901162236167
hogan,-8.084052592829092
shits,-8.085028720934906
rusts,-8.085176583465104
shell,-8.08543613348209
rhyme,-8.085630138677132
doubt,-8.085706732822812
trunk,-8.085777309882268
woken,-8.085799664848007
kinda,-8.086409805109863
quits,-8.086984013645267
chows,-8.087020506614493
dorky,-8.087308789994504
sooty,-8.087671023932652
angry,-8.087785570367567
shawm,-8.088116911099304
layup,-8.088210998939697
sinus,-8.08940030217468
frisk,-8.089419313881342
bedim,-8.089914272412644
meter,-8.089996876849913
lawny,-8.090010529720196
moldy,-8.090136103032552
fagot,-8.090591867525298
lyric,-8.090659979383231
fovea,-8.090836403331817
fount,-8.090960902691194
boxer,-8.091487502632889
taint,-8.091919716965634
getup,-8.092075283489136
sooth,-8.092086032831755
riper,-8.092306946095333
slosh,-8.09366108358583
label,-8.093674457855172
redox,-8.093880151368442
moved,-8.093905902659808
posts,-8.094148368086378
begin,-8.0945032270925
bulge,-8.095431321693665
vaunt,-8.095528708511415
leper,-8.095691549787562
graph,-8.095851988409475
pixel,-8.09598662285464
payee,-8.0960318320056
agony,-8.096046753346128
femur,-8.096322649070393
odors,-8.096558695070527
eight,-8.096774130877153
stays,-8.097282139864305
cills,-8.097374078485913
chief,-8.097443679205375
users,-8.097675152544982
dovey,-8.098008147571246
clamp,-8.098053914679783
morph,-8.098352427839943
boots,-8.098385315907572
swats,-8.09850745515939
swift,-8.098614267101794
wimps,-8.098617393777772
dingo,-8.098738560336187
techy,-8.098828885696554
hokey,-8.098903073481997
skeet,-8.099023283942952
sofas,-8.09924131325406
wells,-8.099379723764685
monic,-8.100298512752751
grody,-8.10089474998444
miaow,-8.101264520825836
altar,-8.101367802525514
quiet,-8.101423524998355
nudge,-8.102247980104696
fells,-8.102536694036031
child,-8.102922842758495
slims,-8.103517481015311
pills,-8.103973324238927
sedge,-8.104789503487655
piper,-8.104814531655476
brawl,-8.104859068272868
choke,-8.104884630314713
infra,-8.105377138734013
humor,-8.105777797542654
peace,-8.106966874521293
bugle,-8.107076131768558
music,-8.107742546736944
unity,-8.108666374279592
mazed,-8.109382323880633
bolos,-8.109539344100384
shads,-8.109543455930108
scads,-8.109633133162797
ovule,-8.109743839424727
flout,-8.10975889849713
gamut,-8.109768633409708
bound,-8.109901265113129
molls,-8.1099279921592
bungs,-8.109976534220213
eager,-8.110132175100132
fiver,-8.111861225756329
whips,-8.112018162787912
gyves,-8.112656613735092
sweet,-8.113024847374433
rupee,-8.11397133424294
match,-8.11429033266066
moons,-8.114654740249977
tided,-8.115384449480368
stags,-8.115548278501347
eider,-8.115775320438589
incur,-8.116861933435018
chino,-8.117253123351118
apnea,-8.117607528490606
imbed,-8.118062792799149
gulfs,-8.118276692057295
feign,-8.118357421554434
joule,-8.118728635874925
raker,-8.118845758571764
quads,-8.119389422370963
crink,-8.119611187253295
chums,-8.119665253570162
porgy,-8.119808575603695
ducks,-8.12012472751011
dictu,-8.120267555569688
mouth,-8.121357773362934
right,-8.121453440650129
laugh,-8.121831352426714
touch,-8.121926304017892
smurf,-8.12233639604206
paean,-8.122435091348716
taxon,-8.122536419276294
smell,-8.122998107927016
small,-8.12338893919326
prink,-8.12345688922039
gawks,-8.123999920130382
shock,-8.124802685495013
tenon,-8.125587913285019
ebony,-8.125998853739478
hurly,-8.126096693489504
busty,-8.126237861637314
prowl,-8.12641474794642
blaze,-8.126472657845737
gesso,-8.126828860109246
rawer,-8.126965703000378
sheds,-8.127573562670982
munge,-8.127971240565424
rooks,-8.12820709821781
gwine,-8.128786774162807
slews,-8.129017908191653
slaws,-8.129560190251377
beeps,-8.129798183459531
rimer,-8.129875002706397
buses,-8.130129645231722
stood,-8.130707327770832
ftped,-8.130774347049686
radix,-8.131224461077819
cavil,-8.131293946785087
diode,-8.131503191017027
stops,-8.132065853459775
oweth,-8.133110423274658
unsex,-8.133333332180362
fuzes,-8.133439428903408
creel,-8.133787936300507
quire,-8.13448569009049
stabs,-8.134528430749368
puked,-8.135158692067947
inane,-8.135456563533099
cozen,-8.135461447635787
hertz,-8.135799196731114
hoagy,-8.135919375118219
knows,-8.137265540746577
basis,-8.137579169138936
glaze,-8.137760134242525
gusty,-8.138326195600122
ambit,-8.138336125066731
kilty,-8.138744528153403
belch,-8.139063798236693
waved,-8.139106631938315
atria,-8.139326804332143
jives,-8.140189763337686
numbs,-8.140307448964784
anent,-8.140448214257411
segue,-8.140556324456243
hazed,-8.14071410826379
zesty,-8.14089040610009
leery,-8.141057636821609
blunt,-8.141105592030765
guyed,-8.141313180070322
ingot,-8.14160705951708
crowd,-8.141863993514827
walls,-8.141901369394983
smock,-8.14239973164725
psoas,-8.14277679166611
falls,-8.143078665220518
bless,-8.143377450010973
brier,-8.143446528883388
quest,-8.143501486027793
harsh,-8.143776280921898
pipet,-8.143824142598131
humps,-8.14444940365985
snood,-8.144645361128102
sixty,-8.144989798686554
repel,-8.145359412496479
bunks,-8.146177197765963
stint,-8.147107984679886
spiky,-8.1472654786768
hydra,-8.14731451437858
balmy,-8.147338670933786
wordy,-8.147545969802922
snags,-8.147728390908803
dimly,-8.147872879542483
thyme,-8.149789993540237
brawn,-8.150423405261968
umbel,-8.15061111051424
notch,-8.150893610238237
plops,-8.15089592739368
barky,-8.150946622404327
total,-8.150999115280149
lofty,-8.151939505101092
would,-8.152462982243556
blebs,-8.152492008809737
soups,-8.152890474156225
afoul,-8.153194332758583
glass,-8.15332872671256
tasks,-8.153334748097777
cooed,-8.154285592155771
smoky,-8.155161804035792
seers,-8.155327571891531
covey,-8.155351665276715
lurch,-8.155399568139153
blabs,-8.155627325140916
sixth,-8.155852456916978
throw,-8.156516993408353
ichor,-8.156645221921098
resew,-8.156688530399196
newly,-8.156977255702113
kaput,-8.157758744333872
wests,-8.157866372994581
curdy,-8.158417736107667
gutsy,-8.158578226612287
motet,-8.158595375520948
scoot,-8.15884455363629
heath,-8.159037840993147
watts,-8.159060784770487
peeks,-8.159535436096043
stuck,-8.159767702773555
banns,-8.16032815863693
whims,-8.160329882636628
umped,-8.160450418119291
above,-8.160575410736868
slogs,-8.160671624382339
shoot,-8.160840091808275
spunk,-8.160884972755735
twirp,-8.16113352865072
frank,-8.161388991525179
abase,-8.16160122205497
crown,-8.161859546734519
mosts,-8.162149458633447
logic,-8.16278732974285
trump,-8.162789753281881
woman,-8.16290730554757
nervy,-8.162999608799296
gluon,-8.163329677697154
coxed,-8.163787403639278
gunks,-8.164195530866301
enter,-8.164201735206582
myths,-8.164801554780125
casus,-8.164854410927319
veiny,-8.164897399088618
agars,-8.165085746375253
swing,-8.16523830758237
corky,-8.166956007768738
flubs,-8.167709381104284
crimp,-8.167783980128556
dined,-8.168248601490603
fogey,-8.168574482769236
nixed,-8.16859053254261
porky,-8.169080017556459
dogma,-8.169253604523552
avoid,-8.169865714185004
pylon,-8.170081114203906
axmen,-8.170501039722657
basso,-8.170685969223094
gouty,-8.17081696789296
weeds,-8.171254252999145
mills,-8.171409862783706
anded,-8.171512696950701
weest,-8.17169955880799
babel,-8.17198917023843
tasty,-8.172102993275633
there,-8.17245409943188
specs,-8.172458750461765
yacht,-8.172849351460926
tulle,-8.172881718545696
aping,-8.172918739694817
mulct,-8.173318649300496
curer,-8.173589245063587
troll,-8.174270801872419
roger,-8.174344442984175
sloop,-8.174502607586303
glove,-8.174843969257052
wombs,-8.175383419338134
rough,-8.17551787489977
totem,-8.17575118171566
bigot,-8.176537879027645
feeds,-8.176551857285569
sixes,-8.176685841824682
washy,-8.176846939265541
poxed,-8.177195963399301
defun,-8.177556125018507
lusts,-8.177657558936625
blank,-8.17774997086856
slobs,-8.177920708259453
schmo,-8.178283093241296
hived,-8.178448706007892
ouzel,-8.178976899931921
knees,-8.179235745006084
quote,-8.179248905021499
youth,-8.179617201891746
logos,-8.179631732335348
acing,-8.179911297802626
mimer,-8.179948494513129
balsa,-8.180426237602553
purer,-8.181096644208916
testy,-8.18128546973301
burly,-8.1814089095416
crypt,-8.181625678781835
bipod,-8.181729188882285
apsos,-8.182202442974283
hosts,-8.182206980768091
vowel,-8.182393710994145
vegan,-8.18268016607961
hymns,-8.18289284734637
unfed,-8.183375671899874
tacky,-8.183761140949258
macho,-8.184271791870575
ceder,-8.18438174526111
impro,-8.184394440741551
vocal,-8.185009511799892
fasts,-8.185012526287153
ovary,-8.185139784232707
kelpy,-8.185530677097278
dolor,-8.18564631745066
flume,-8.18597690562424
jukes,-8.186452857097311
inner,-8.186617288433906
blush,-8.187010849067741
rebar,-8.187487491897851
bolls,-8.18748758497838
strut,-8.1879026143491
roofs,-8.187991930651348
terry,-8.18799470796002
codex,-8.188388455349482
spitz,-8.18856342802791
sewed,-8.18968968439292
sizes,-8.189744519241886
group,-8.190281799012581
divot,-8.190709175617881
among,-8.19099697381662
pucks,-8.191023739944638
showy,-8.191060616803377
hymen,-8.19165304620286
aphid,-8.191686546477973
noway,-8.192023495903568
godly,-8.192132555903266
slomo,-8.19218651120992
preen,-8.192429679582439
tarry,-8.19243796556812
creed,-8.192840158637422
amigo,-8.192864461245192
given,-8.19295930882248
quite,-8.193103443908948
brusk,-8.193230025033266
gipsy,-8.193503234699007
snuck,-8.193781413561476
mitts,-8.193858324937501
addle,-8.194270688797554
ousts,-8.194859783360005
moxie,-8.195037989254718
churl,-8.196125220125328
maria,-8.19630913293963
synch,-8.196489682100017
wilco,-8.196773943606539
snips,-8.196807558322442
amiss,-8.197139670652762
wooer,-8.197333660706505
gazed,-8.197824146288532
whorl,-8.19794665660063
toque,-8.197980179194362
folic,-8.198003290205191
unwed,-8.198140874697712
batch,-8.198227074616721
spins,-8.1983166461315
eagle,-8.198477197452187
zonal,-8.199085583073375
knish,-8.19912763026431
chirp,-8.199480521038897
swans,-8.199673939476295
boons,-8.199888881752566
fiefs,-8.200144495961073
dowry,-8.200185600940536
divan,-8.200328480709816
gaudy,-8.200388110664123
hills,-8.200540209166995
zebra,-8.201057148985582
allot,-8.201063126172128
gangs,-8.2011974142246
filth,-8.20123673738797
epoch,-8.201262984416449
trust,-8.201277475256177
fumed,-8.201707253934138
vises,-8.2017207175541
bravo,-8.202424294615184
verse,-8.202447004807743
exact,-8.202460716388504
softs,-8.202730859594322
plonk,-8.202793112245024
grift,-8.203129447711158
baulk,-8.203421228468903
zincs,-8.203548437720917
fitly,-8.204201713118849
ridgy,-8.204344056292825
vague,-8.204823673014
purrs,-8.204840963661356
silks,-8.204954450226388
ditch,-8.205786734327525
gross,-8.206069432351228
joust,-8.206156504947927
shirr,-8.206472308239375
aioli,-8.206545777011078
optic,-8.206549323441195
ephod,-8.207048143380044
ghoti,-8.207637019554497
gigas,-8.208190926771632
nouns,-8.20825138161084
chugs,-8.208636724693608
shins,-8.209177741116072
songs,-8.20920364606267
greet,-8.209338253348719
foots,-8.20951752071028
sieve,-8.2096079525677
goons,-8.209697228304078
nobly,-8.20985031373404
dooms,-8.20988157756322
erect,-8.210201792086368
stuns,-8.210905056683341
favor,-8.212042528984814
feces,-8.212822428146415
barfy,-8.213978150027645
looks,-8.214355226375478
redid,-8.214695545708658
deice,-8.214749542327684
fusee,-8.215179687383694
lotta,-8.215493445461147
hyped,-8.215649477793047
skimp,-8.215814661339897
issue,-8.216141693635905
heavy,-8.216562851023546
trill,-8.21660897269741
tract,-8.217051581878996
jiber,-8.21729382228959
keeps,-8.217613439132084
tusky,-8.218270657281264
motif,-8.218656512381177
zebus,-8.218986459437
elder,-8.219800734147203
grogs,-8.219896704763967
knave,-8.21991993248484
sheep,-8.220166934607748
mists,-8.220722101136229
bossa,-8.221368559092873
twats,-8.221935981854825
seest,-8.222878410673783
ethic,-8.223324643383021
rumba,-8.223503599917587
utter,-8.223583636873824
bumps,-8.22404450578605
squad,-8.224060375948095
limbo,-8.22408580134344
thrum,-8.224262553321944
found,-8.225521646546214
spool,-8.225787309087655
anvil,-8.226172802537505
fools,-8.226301435604984
bench,-8.226831530385637
pupas,-8.228028595179344
moods,-8.228106566839928
brack,-8.22836772738123
foamy,-8.22845813098846
wools,-8.228581026622432
mooed,-8.228882615315115
knout,-8.228990479908939
elide,-8.229035078601212
apple,-8.229686222263519
mocha,-8.230028433568034
silly,-8.230382742097676
coops,-8.230800509316735
gronk,-8.231063006651079
light,-8.231251550887244
weeps,-8.231792516033567
unpeg,-8.232089088960368
quart,-8.232245416691685
ruder,-8.232338465223894
shams,-8.232602843212131
wound,-8.23305177859264
remix,-8.233095653661886
pinko,-8.233222546431751
human,-8.233386168211496
scams,-8.233529996692207
lisps,-8.234154887195503
stout,-8.234735632535408
oxide,-8.23481780018736
calix,-8.235239398460676
churn,-8.23542855580141
spumy,-8.23545562313466
fusty,-8.2357413806478
thong,-8.236001259058419
drunk,-8.236724147126113
essay,-8.236725935700889
firer,-8.236729763436061
genre,-8.237171830932555
slily,-8.237800359263366
ammos,-8.238051099645375
waxen,-8.238953135675663
wicks,-8.239215986385508
teeny,-8.239258213401854
fiche,-8.240000534109733
tough,-8.240315540265232
major,-8.240940645090015
venom,-8.240947285022658
input,-8.241160478880742
belie,-8.241207802735765
wagon,-8.24153978579618
fuses,-8.242112019697739
wirer,-8.242177826056091
using,-8.242445792256445
kluge,-8.242453893910577
lossy,-8.24297972632764
cruft,-8.243159778218509
woven,-8.243893817203718
futon,-8.243948880004647
gorge,-8.24434681101748
cling,-8.24558160687143
stews,-8.24637876876241
naiad,-8.246508403762435
imago,-8.246992205620142
knife,-8.247131538324371
radii,-8.247487164619557
chalk,-8.247764803081694
oodle,-8.247984488264441
rowdy,-8.248208885685393
eying,-8.248635143725988
clink,-8.249659366968006
unrig,-8.249831665465003
whirl,-8.249977070143979
welch,-8.250167654884425
donor,-8.250191133434598
spurs,-8.250223494652232
ardor,-8.251229701471948
bills,-8.251231389405403
plink,-8.251452794064285
sifts,-8.252121944323175
cuspy,-8.252523191617753
hydro,-8.253079287590976
dulls,-8.253095494839256
cupid,-8.253501748518527
endow,-8.254050095784617
hexad,-8.25445054667784
bayou,-8.254630508372072
bassi,-8.255173089844336
truck,-8.255413714484169
mangy,-8.255628520516618
atilt,-8.256475728210003
frier,-8.256594048593234
fixer,-8.256805510820758
funks,-8.25686901259682
atoll,-8.257265874833202
judos,-8.257347480195397
amply,-8.257895610302779
joint,-8.258119984332216
mucks,-8.258348909561573
evict,-8.258643901300868
titan,-8.258707830038777
color,-8.258865081849391
natal,-8.259234762536229
basal,-8.259245914229535
clomp,-8.259253032620592
cubit,-8.259641688628326
gills,-8.259788576448697
hoods,-8.259954387254517
birch,-8.259976004499004
phyla,-8.26054475762062
defog,-8.261144918732166
heerd,-8.261270501807346
jeers,-8.261618798976983
haiku,-8.26217320512434
borax,-8.262212748651343
spill,-8.262322959230499
algae,-8.262619109145877
wrier,-8.264569927464942
brink,-8.264670079567306
imams,-8.264818015976047
extol,-8.265271983208198
vapid,-8.26566047571879
sacks,-8.26659919541281
campy,-8.266830277796629
signs,-8.267187061394024
gamic,-8.267761376799253
aural,-8.267775900950841
odder,-8.267809003158195
bring,-8.267908161158509
lanai,-8.269902997558717
hefty,-8.270406175587704
gauss,-8.270634567243475
pivot,-8.270964456552935
rebel,-8.271874752891087
johns,-8.27265479665907
turfy,-8.27269447050639
seize,-8.273023824608591
legal,-8.27312743017999
spasm,-8.273466384105598
balky,-8.274254305691539
diazo,-8.274311223163973
shill,-8.275062915812763
dyads,-8.275181992401212
pitch,-8.275272108895642
nulls,-8.276056068358445
lavas,-8.276225560848228
skits,-8.27628244084353
cowry,-8.27766004894962
repro,-8.277894597444195
aught,-8.277927671936244
prick,-8.278116633295088
cello,-8.278377550317867
joker,-8.278813775574879
magic,-8.279181542690855
raver,-8.279360175186012
ensue,-8.279410844389284
petit,-8.279806847555731
schwa,-8.280084187502675
ratty,-8.28009672499604
sings,-8.280127949216267
fancy,-8.280743278514805
phony,-8.283359441392925
seven,-8.283393613492365
stoop,-8.28379917564711
smash,-8.284965096744273
swell,-8.28589946062877
rower,-8.286588437210815
growl,-8.286834134524208
waxed,-8.286935108202652
grata,-8.287885838930531
elope,-8.288121170722311
ketch,-8.288297562242178
fetch,-8.288366376320665
fluid,-8.288487726954529
twang,-8.288714188561034
faxed,-8.289026634774974
forum,-8.28908527720371
spays,-8.289846843326199
libel,-8.290236728798094
rally,-8.29151652116729
mixed,-8.291645476650865
gauze,-8.292980895391503
coded,-8.293175620199866
rocky,-8.293270337636718
aware,-8.293308906092095
slows,-8.294029622783857
retry,-8.294273211688084
expat,-8.294703317209658
helix,-8.294935683297933
sense,-8.294983509634838
alkyd,-8.295844765338154
hasps,-8.295953795113753
okapi,-8.297106694290807
pooey,-8.297399899618954
obese,-8.298264841785143
knurl,-8.298293682516064
froze,-8.298611478968892
guess,-8.298627231531508
imbue,-8.29907024079399
think,-8.299083369822018
wormy,-8.29981572972853
ethyl,-8.300114858872742
clown,-8.300404922945589
grimy,-8.300484235782863
flank,-8.300802407178411
abate,-8.301348264077204
yella,-8.30140666378484
wispy,-8.301626969132238
shays,-8.301712750874708
flush,-8.302125435057848
unhit,-8.3022731462022
toxin,-8.30232808358107
didst,-8.302832936123393
shuts,-8.302853761886205
budge,-8.303039993028507
quids,-8.30343758972856
spoon,-8.30354444656212
thing,-8.303603059620185
taunt,-8.303876764385954
betel,-8.304531308006744
reedy,-8.304793179616054
fazed,-8.305409040724868
rebox,-8.306084503802985
niece,-8.306178703003452
begun,-8.306342766370328
liege,-8.306779761730965
fluke,-8.306851951227609
snoop,-8.306876822101412
oinky,-8.30723635391405
milch,-8.309035493817479
empty,-8.309587648430517
jaunt,-8.309613110631412
watch,-8.309924546928329
vowed,-8.309935716938426
booed,-8.309986416800271
culls,-8.310022204156565
genet,-8.310421171162487
blobs,-8.310750003518267
vitam,-8.31091723149024
sonny,-8.31119998904175
cumin,-8.311393534834416
gists,-8.31143586870214
zonks,-8.311911050267966
hanky,-8.312054905739151
bribe,-8.312608846221504
crepe,-8.312680808181568
desks,-8.31272120747135
doped,-8.312724738400194
twiny,-8.31326601192554
dusts,-8.313510652178968
pithy,-8.313616771505906
gloss,-8.31362603178828
watsa,-8.3136550244863
degum,-8.314575797841123
snobs,-8.314584517849282
mimeo,-8.314684900346842
hilum,-8.315236644695498
aroma,-8.315994692730449
wifey,-8.316622498060074
shags,-8.31697391183359
telly,-8.317468409404762
agate,-8.317708918610018
weigh,-8.318019635905095
topaz,-8.318173336240712
wrong,-8.31826146275393
theta,-8.31874918120512
tying,-8.318793064937092
boxed,-8.318814365516443
drool,-8.3188777712031
kirks,-8.318897703243074
geeks,-8.319148338032058
mothy,-8.319265024288375
sinks,-8.319389823653438
bosky,-8.321095339459335
goods,-8.321376202900755
pulls,-8.321593076418209
swede,-8.322347062795112
droll,-8.322636899164825
gecko,-8.32331782691521
chess,-8.323658828700983
eyrie,-8.323708220043375
elbow,-8.323996080278073
leave,-8.32469876464416
uncap,-8.324925795106783
tacit,-8.325134795449383
brown,-8.32526456050268
studs,-8.325772042306928
tally,-8.325779665755876
minis,-8.32668047033128
mogul,-8.326686799520568
tithe,-8.327491319218238
rifer,-8.328540948666243
vests,-8.328894796247198
porno,-8.329549516002313
vomit,-8.329887491396898
redux,-8.33064720948255
eases,-8.331000786747557
bliss,-8.331080835848388
jowls,-8.331127559525585
scops,-8.331186592047148
boost,-8.331333965444669
elves,-8.331523114905252
droid,-8.33164928652385
hoops,-8.332151936735066
rerun,-8.332805393570144
wench,-8.333040927365518
shops,-8.33305615593581
karat,-8.333113526063325
rooty,-8.333316353466106
octet,-8.333354476197828
slums,-8.33356409175534
fossa,-8.335172755724074
envoi,-8.335599666000979
pupae,-8.33583905622797
risks,-8.33669851403615
index,-8.33708578967499
bingo,-8.337679700679601
album,-8.338069570078797
wrack,-8.338140935247054
bucks,-8.339015083346812
meted,-8.339503603774636
vigor,-8.34001385208805
quasi,-8.340042723121254
poohs,-8.340118528649693
quays,-8.340407468499652
domed,-8.340417228039634
genie,-8.341811360201715
ender,-8.341855331829635
rondo,-8.341957058900295
scabs,-8.34213734847336
dingy,-8.342316086034984
grown,-8.34251452133111
messy,-8.34263894121229
piped,-8.34293100029846
icier,-8.343132110402728
lemma,-8.343814769372747
idled,-8.343871476919702
tutor,-8.344289620814074
slush,-8.344406763828106
motor,-8.34446033763059
smuts,-8.345225307598838
nifty,-8.346976161475851
sappy,-8.347112418318277
trout,-8.347905221323584
diced,-8.348203905299131
pinch,-8.348215125532292
vinca,-8.34866239267912
mynah,-8.3489251920748
emote,-8.349094193140498
creep,-8.34971896763791
kills,-8.349743147104709
dwarf,-8.349815729122867
putts,-8.350236736327444
breed,-8.35025576563224
zings,-8.35185585563363
elect,-8.352679806500388
wreck,-8.353172236827618
aglow,-8.353225962066679
chive,-8.353456512051073
green,-8.353649983179219
burrs,-8.354304569243356
manta,-8.354480010081607
spics,-8.355372695708105
salsa,-8.35599683047021
black,-8.356049943585958
lunch,-8.356199242274883
canal,-8.356856162749825
choos,-8.357649425792504
nooks,-8.35824052196235
dryer,-8.358286774792344
ghoul,-8.358467352427486
cohos,-8.358682182743218
whelp,-8.358683943485522
umbra,-8.359865707079383
local,-8.35989121438569
odium,-8.359921958325225
pushy,-8.36012346741521
stunt,-8.361021995301487
geode,-8.361440897901753
cushy,-8.362742548089644
piece,-8.363173700453022
discs,-8.363220915100039
circa,-8.363897532863286
downy,-8.364030006606383
greed,-8.36433618155458
pouch,-8.36438105743575
beefs,-8.364622835417489
lying,-8.365114869387753
jawed,-8.365426136209024
vogue,-8.365758063251878
botch,-8.366084796038164
orlon,-8.366604993716534
henna,-8.366806157602065
joyed,-8.366898057482022
shoji,-8.367301630169413
sells,-8.367575950715533
creme,-8.367704876545567
gasps,-8.367848560619539
drill,-8.367932683904383
fills,-8.368312484216718
wills,-8.36913991667319
beaux,-8.37065799522939
night,-8.37070648508075
gongs,-8.370720822301521
exult,-8.371785613093913
cuing,-8.372792494095519
homos,-8.372859475055094
ships,-8.37318978150102
apart,-8.373923877782277
oakum,-8.374115954945633
hempy,-8.37424761699749
ahead,-8.374480376416276
bunco,-8.374700658801137
jacks,-8.374776040652891
shuck,-8.376562566512582
edges,-8.376689328175376
surfs,-8.377227489377354
nonce,-8.377435977296571
hello,-8.377857208281267
quips,-8.378009593541561
armor,-8.378340879913743
jambs,-8.378379225249832
rural,-8.378413200739367
pulps,-8.378818552752344
troop,-8.380560570915954
julep,-8.3806025356147
samba,-8.380996626866503
ivory,-8.381122125556784
swung,-8.38350325082554
herem,-8.383591757492988
swaps,-8.384354547228693
wring,-8.38442309065727
ivies,-8.384759087629055
dusky,-8.385244646804999
jings,-8.385399427841953
debug,-8.38542718991812
fondu,-8.386438689867477
unmap,-8.387319946929418
casks,-8.387696263882725
dinky,-8.388549173135955
oozes,-8.388785448476497
modem,-8.389340942358611
prior,-8.389554720534258
mulls,-8.389683255641351
humid,-8.389948271915987
moola,-8.390148505579816
cache,-8.39045796464434
blink,-8.390896773215474
crump,-8.391208882069291
dough,-8.391975879280599
molal,-8.392662932303535
awing,-8.392694086999239
skins,-8.393952015801464
polio,-8.39411726418778
squid,-8.395579367050733
drama,-8.395751954107611
cotta,-8.396380054469148
matzo,-8.396437351038749
cheer,-8.398238157967823
taboo,-8.398246727773882
hooey,-8.39857931185476
stows,-8.398743796018843
bible,-8.400611628962624
rajas,-8.400821970560242
tikis,-8.40148262916771
briar,-8.401778275691878
toffs,-8.401886012146239
egret,-8.403335760831046
eking,-8.403896752706041
width,-8.404136635768634
pryer,-8.40505754743518
veeps,-8.405822842312691
bonne,-8.406034202258313
juice,-8.406729538514451
edify,-8.407993998960478
quirt,-8.408648557360797
opium,-8.408731750389785
tryst,-8.409255412906937
canon,-8.410231888039743
tenth,-8.41051391290107
fishy,-8.410536931278328
fists,-8.410625729230942
slugs,-8.410926799876355
pasha,-8.410995154876186
mania,-8.411112165318347
renew,-8.41158524456621
whelm,-8.412167136929245
mimed,-8.412455551718521
weeks,-8.412970533203758
merge,-8.413574795096995
champ,-8.413904777636782
shuns,-8.4140020180863
apace,-8.41470281026792
waded,-8.415503214034922
faded,-8.41565792731201
fella,-8.416055140537615
gauge,-8.417209604670132
twits,-8.417528899801173
wists,-8.417542374950386
mutts,-8.41758092153716
midis,-8.417836961699953
hulls,-8.418238762225716
thanx,-8.41830850923708
fudge,-8.418354707151433
equal,-8.418501632066391
molto,-8.418658115239754
pence,-8.418832999447794
dutch,-8.418936284542374
umiak,-8.419727251525098
vacuo,-8.419879259430768
floss,-8.420434849776488
carry,-8.421646743321114
woods,-8.422704736095236
lorry,-8.424062365622348
koala,-8.424195428716741
wooed,-8.424432261064018
brick,-8.424689033329921
pomps,-8.424765300954748
sulks,-8.42486429948049
cooks,-8.42496976393837
jinks,-8.425159270046938
shims,-8.42530559126413
snows,-8.42532449987274
foods,-8.425399859063141
sweep,-8.425429914094044
crazy,-8.425477289350358
honor,-8.42661323698963
gassy,-8.427322509519579
bitch,-8.429568480020533
anion,-8.429865250820448
young,-8.42991817935687
quota,-8.430548593542381
unfit,-8.431620371170537
mushy,-8.431960728282098
rover,-8.432463654784529
texts,-8.432615675100218
forky,-8.433667642947615
